coffee_id,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method
1258,United States (Hawaii),,,kona pacific farmers cooperative,Specialty Coffee Association of America,kona pacific farmers cooperative,,kona,Kona Pacific Farmers Cooperative,9,2 lbs,Specialty Coffee Association,2013,January 27 2014,eileen koyanagi,,,Natural / Dry
1259,Mexico,finca los andes,,finca la fortuna,1506558882,industrializadora de kaffee andes s.a. de c.v.,1200,"motozintla, chiapas",ALEJANDRO GARCÍA PALACIOS,10,1 kg,AMECAFE,2012,September 11 2012,alejandro garcia palacios,Other,,Washed / Wet
1260,Peru,"producer group (approx. 1,000 farmers)",,n/a,30,"tony's coffee and teas, inc.",1200,san ignacio,Sol y Cafe,275,2 kg,Specialty Coffee Association,2014,June 16 2015,andrew bowman,Caturra,,Washed / Wet
1261,India,,14/7/2015/172,"aspinwall & co. ltd, mangalore",14/7/2015/172,olam japan,,chickmangalore,Aspinwall & CO. LTD,20,50 kg,Specialty Coffee Association,2016,January 16 2017,joshua marsceau,,,Natural / Dry
1262,Mexico,various,,various smallholders' wet mills,016/2362/0051,,1200,"pluma hidalogo, oaxaca",Various smallholders,250,6,Specialty Coffee Association,08/09 crop,April 9 2010,masamichi hiroike,Typica,,
1263,Guatemala,conquista / morito,,beneficio ixchel,11/23/01,asociación nacional del café - anacafe -,,oriente,Conquista/Morito,250,2 kg,Asociacion Nacional Del Café,2012,January 3 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1264,Mexico,,,exportadora moretto s.a. de c.v.,0,exportadora moretto s.a. de c.v.,1100,coatepec,CASTULO GUTIERREZ,10,1 kg,AMECAFE,2012,July 26 2012,homero antonio de anda andrade,Typica,,Washed / Wet
1265,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,69 kg,Asociacion Nacional Del Café,2012,April 30 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1266,Guatemala,conquista / morito,,beneficio ixchel,11/23/0101,eduardo ambrocio,,oriente,Conquista/Morito,250,2 kg,Asociacion Nacional Del Café,2011/2012,January 3 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1267,United States (Hawaii),,,,KPBP 21114,kona pacific farmers cooperative,,kona,,2,100 lbs,Specialty Coffee Association,2014,March 18 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1268,United States (Hawaii),,,kona pacific farmers cooperative,Specialty Coffee Association,kona pacific farmers cooperative,,kona,Kona Pacific Farmers Cooperative,6,100 lbs,Specialty Coffee Association,2013,January 20 2014,eileen koyanagi,,,Natural / Dry
1269,Mexico,agua de la mariposa,,"zaragoza itundujia, oaxaca",1405792248,cafeorganico.mx,1400,zaragoza itundujia,ISIDORA HERAS HERNANDEZ,11,1 kg,AMECAFE,2012,September 17 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1270,Indonesia,1,,1,1,,1067,indonesia,1,15,2 kg,Specialty Coffee Association,2011,January 18 2012,william ho,Other,,Natural / Dry
1271,Mexico,finca tepictla,,tepictla y xalapa veracruz,1104372556,el mejor café,1250,tepictla,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,1 kg,AMECAFE,2012,September 10 2012,guillermo eduardo bobadilla muguira,Bourbon,,Washed / Wet
1272,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondureño del Café,2014,May 15 2014,cafes finos de exportacion s de r.l.,Pacas,,Natural / Dry
1273,Philippines,various,,,0,prime3,1000,"benguet, mountain province",various smallholders,1,2 kg,Specialty Coffee Association,2012,May 14 2013,ana gonzales,,,Washed / Wet
1274,Brazil,,2017/2018-Lot01,copag,,volcafe ltda.,,monte carmelo,,440,59 kg,Brazil Specialty Coffee Association,2017 / 2018,October 27 2017,volcafe ltda. - brasil,,,Natural / Dry
1275,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0768,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,July 9 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1276,Guatemala,conquista / morito,,beneficio ixchel,11/23/0121,"unex guatemala, s.a.",,oriente,Conquista / Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 6 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1277,Mexico,la joya,,"palo blanco, tlacuilotepec, puebla",1207093598,productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,1 kg,AMECAFE,2012,September 12 2012,juana rodriguez gutierrez,Pacamara,,Washed / Wet
1278,Mexico,"zaragoza, montelibano, pamal navil",,"zaragoza, montelibano, pamal navil",2670,sposel s. de s.s.,1200,ocosingo,SPOSEL S. DE S.S.,100,1 kg,AMECAFE,2012,September 12 2012,francisco hernandez lorenzo,Mundo Novo,,Washed / Wet
1279,Mexico,finca monte grande,,,F07008657,cafe montegrande,1100,,SURAYA MAGDALENA LOTFE CALDERON,36,1 kg,AMECAFE,2012,June 6 2012,montegrande,Other,,Washed / Wet
1280,Mexico,peña campana,,peña campana,3,union regional de cafeticultores de la mazateca alta,1280,huautla de jimenez,"MARTÍN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN",18,1 kg,AMECAFE,2012,March 5 2012,martin jimenez casiano,Typica,,Washed / Wet
1281,Mexico,la cruz,,mecatlán veracruz,0,grupo juvenil magtayani ac,850,menglian,MIGUEL LOPEZ TIRZO,43,1 kg,AMECAFE,2012,July 11 2012,"grupo juvenil magtayani, ac",Typica,,Washed / Wet
1282,Mexico,el limón,,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1500,zaragoza itundujia,GEREMIAS RIAÑO LOPEZ,14,1 kg,AMECAFE,2012,September 13 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1283,Mexico,la orduña,,falcafe s.a. de c.v.,1104362940,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,August 1 2012,pablo enrique martinez gama,Typica,,Washed / Wet
1284,Guatemala,conquista / morito,,beneficio ixchel,11/23/0122,"unex guatemala, s.a.",,oriente,Conquista / Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 9 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1285,Guatemala,conquista / morito,,beneficio ixchel,11/23/0101,"unex guatemala, s.a.",,oriente,Conquista/Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 5 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1286,Mexico,sierra madre,,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1700,chiapas,CESMACH (VARIOS),275,1 kg,AMECAFE,2013,March 29 2013,nestor mendez gomez,Typica,,Washed / Wet
1287,United States (Hawaii),,,,KPBP 022414,kona pacific farmers cooperative,,kona,,3,100 lbs,Specialty Coffee Association,2014,March 13 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1288,Guatemala,la castellana,,beneficio ixchel,11/23/0796,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,June 6 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1289,Mexico,las ceibas,,catuai amarillo sss,1104355254,,1140,"chocaman, veracruz",JORGE OCTAVIO ESCAMILLA PRADO,20,1 kg,AMECAFE,2012,September 10 2012,jorge octavio escamilla prado,Typica,,Washed / Wet
1290,Mexico,la marina-el orizabeño,,beneficio de café tecoxolco s. de r.l. de c.v.,1104820070,,1200,xalapa,MYRNA ROXANA GÁLVEZ GONZÁLEZ,100,1 kg,AMECAFE,2012,September 17 2012,myrna roxana galvez gonzalez,Typica,,Washed / Wet
1291,Mexico,rancho vigia,,rancho vigia,0,,1250,coatepec,EUGENE HOLMAN PEW,20,1 kg,AMECAFE,2012,August 1 2012,eugene holman pew,Typica,,Washed / Wet
1292,United States (Hawaii),,,,220456,kona pacific farmers cooperative,,kona,,22,100 lbs,Specialty Coffee Association,2012,April 6 2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry
1293,Brazil,,43102245/P4615,dinamo armazens gerais ltda,002/4542/0189,bourbon specialty coffees,,campos altos - cerrado,,300,60 kg,Brazil Specialty Coffee Association,2016,December 28 2015,bourbon specialty coffees,,,
1294,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondureño del Café,2014,April 26 2014,cafes finos de exportacion s de r.l.,Pacas,,Washed / Wet
1295,Mexico,various,,u.c.i.r.i.,0016-2722-0001,upctiz zapoteca s.p.r. de r.l.,1200,sierra alta mixe y zapoteca,various small producers,280,69 kg,Specialty Coffee Association,2014,May 8 2014,kurt kappeli,Typica,,Washed / Wet
1296,Colombia,,,,3,costco wholesale industries,,,,1,5 lbs,Specialty Coffee Association,2013,March 3 2014,honor dela fuente,,,Natural / Dry
1297,United States (Hawaii),,,,KP 022014,kona pacific farmers cooperative,,kona,,11,100 lbs,Specialty Coffee Association,2014,March 10 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1298,Haiti,2000 farmers,,cooperative agro-industrielle de marmela,,,1020,marmelade,Asosyasyon Plantè Kafe Krètapen (APCAP) ;Asosyasyon plantè Kafe Basen (APKBA);Asosyasyon Plantè Kafe,85,130 lbs,Specialty Coffee Association,2010,August 23 2011,myriam kaplan-pasternak,,,
1299,Costa Rica,several,,several,5-545-0015,santa laura exportadora de cafe s.l.e.c. s.a.,1200,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,February 3 2015,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,,Washed / Wet
1300,Mexico,la vuelta,,"mazatepec, tlatlauquitepec, puebla",11111,cafe colonial de tlatlauquitepec,800,tlatlauquitepec,JOSÉ ARMANDO NORBERTO BORZANI LEMINI,10,1 kg,AMECAFE,2012,September 10 2012,jose armando norberto borzani lemini,Mundo Novo,,Washed / Wet
1301,Mexico,la morena,,"tlamatoca, hutusco, ver.",1104351023,,1800,veracruz,RICARDO AARON SAMPIERI MARINI,25,1 kg,AMECAFE,2012,July 11 2012,ricardo aaron sampieri marini,Bourbon,,Washed / Wet
1302,Mexico,various,,f.i.e.c.h.,0016-2847-0001,globus coffee,1000,"sierra norte yajalon, chiapas",various small producers,280,2 kg,Specialty Coffee Association,2014,May 5 2014,kurt kappeli,Typica,,Washed / Wet
1303,Brazil,,2017/2018 - Lot 2,copag,,volcafe ltda.,,cerrado,,305,59 kg,Brazil Specialty Coffee Association,2017 / 2018,October 27 2017,volcafe ltda. - brasil,,,Natural / Dry
1304,Honduras,cerro bueno,,cadexsa,13-63-174,cadexsa,1450,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,May 15 2014,cadexsa,Catuai,,Washed / Wet
1305,Honduras,cerro bueno,,cadexsa,13-63-174,cadexsa,1450,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,May 15 2014,cadexsa,Catuai,,Washed / Wet
1306,Honduras,cerro bueno,,cadexsa,13-63-174,cadexsa,1450,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,May 15 2014,cadexsa,Catuai,,Washed / Wet
1307,Mexico,el centenario,,"la esperanza, municipio juchique de ferrer, veracruz",1104328663,terra mia,900,juchique de ferrer,JUAN CARLOS GARCÍA LOPEZ,12,1 kg,AMECAFE,2012,September 17 2012,juan carlos garcia lopez,Bourbon,,Washed / Wet
1308,Haiti,200 farms,,coeb koperativ ekselsyo basen (350 members),,haiti coffee,350,"department d'artibonite , haiti",COEB Koperativ Ekselsyo Basen,1,2 kg,Specialty Coffee Association,2012,May 24 2012,myriam kaplan-pasternak,Typica,,Natural / Dry
1309,Nicaragua,finca las marías,017-053-0211/ 017-053-0212,beneficio atlantic condega,017-053-0211/ 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,550,69 kg,Instituto Hondureño del Café,2016,June 6 2017,"exportadora atlantic, s.a.",Caturra,,Other
1310,Guatemala,finca el limon,,beneficio serben,11/853/165,unicafe,1417,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1 kg,Asociacion Nacional Del Café,2012,May 24 2012,juan luis alvarado romero,Catuai,,Washed / Wet
1312,Honduras,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2017,April 28 2017,bismarck castro,Caturra,,
#102399,Honduras,Bethel,198,CADEXSA,13-63-119,CADEXSA,1450,"Los Planes de Santa Maria, La Paz",Omar Acosta,325,69 kg,Instituto Hondureño del Café,2022 / 2023,April 25 2023,CADEXSA,Catuai,Completed,Washed / Wet
#105052,Taiwan,好客農埸,A34-Northern Taiwan Specialty Coffee Evaluation,好客農埸,,Taiwu Coffee Cooperative,460,苗栗縣,彭聰明,1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,January 6 2023,Taiwu,unknown,Completed,Pulped natural / honey
#106719,Laos,Nongluang Bolaven Plateau,DCN03.11.2022,Dao Heuang Group,,Dao Heuang Group,1250,"Nongluang Bolaven Plateau, Champasack, Lao PDR",Dao Heuang Group,26,60 kg,Specialty Coffee Association of Indonesia,2022,December 30 2022,Dao Heuang Group,Catimor,Completed,Natural / Dry
#112317,El Salvador,Agua Caliente,Jan-26,Agua Caliente,9-392-35,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2022 / 2023,February 21 2023,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet
#114041,Taiwan,竹崙子莊園,A32-Northern Taiwan Specialty Coffee Evaluation,竹崙子莊園,,Taiwu Coffee Cooperative,150,新北市,邱建明,1,110 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,January 6 2023,Taiwu,unknown,Completed,Pulped natural / honey
#119514,Colombia,COO,3-002-00883,Laumayer Armenia,,InterAmerican Coffee,1550,Huila,Cooperativa Central de Caficultores del Huila,275,70 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,July 27 2022,Charles Umeano,Caturra,Completed,Washed / Wet
#125800,Myanmar,Aromatic,"The 2022 Pacific Rim Coffee Summit,MM01",Aromatic,,Taiwan Coffee Laboratory,1400,South Shan State,Lim,100,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,November 15 2022,PeiHsun Lin,"Catimor,Catuai,Caturra,Bourbon",Completed,Natural / Dry
#126358,Guatemala,Karen Acajabon Coffee Farm,"The 2022 Pacific Rim Coffee Summit,GT12",Cafetoland,,Taiwan Coffee Laboratory,2000,Acatenango,Karen Acajabon,5,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,November 15 2022,Full Sweet Coffee,Gesha,Completed,Natural / Dry
#126973,Thailand,Doi Tung Development Project,MIXED 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,700,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,July 14 2022,Doi Tung Development Project,Catimor,Completed,Washed / Wet
#127584,Taiwan,恆珊農場,A05-Northern Taiwan Specialty Coffee Evaluation,恆珊農場,,Taiwu Coffee Cooperative,300,新竹縣,羅以珊,1,13 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,January 6 2023,Taiwu,unknown,Completed,Pulped natural / honey
#127725,Taiwan,永舜咖啡莊園,"The 2022 Pacific Rim Coffee Summit, T003",永舜咖啡莊園,,Taiwan Coffee Laboratory,1250,Yunlin,蘇甘永,4,50 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,November 15 2022,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Washed / Wet
#128172,Taiwan,木華莊園,A21-Northern Taiwan Specialty Coffee Evaluation,木華莊園,,Taiwu Coffee Cooperative,300,桃園市,簡進財,1,80 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,January 6 2023,Taiwu,Typica,Completed,Washed / Wet
#138975,Colombia,Buenos Aires,CQU2023003,Buenos Aires,,Coffee Quality Union,1390,Quindio,Chucho Bedoya,2,12 kg,Japan Coffee Exchange,2022,April 7 2023,Coffee Quality Union,"Red Bourbon,Caturra",Completed,Anaerobico 1000h
#142692,Taiwan,寶山謐靚,A48-Northern Taiwan Specialty Coffee Evaluation,寶山謐靚,,Taiwu Coffee Cooperative,140,新竹縣,宋煦仁,1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,January 6 2023,Taiwu,unknown,Completed,Natural / Dry
#146278,Thailand,Doi Tung Development Project,CATURRA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1390,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,July 14 2022,Doi Tung Development Project,Caturra,Completed,Washed / Wet
#150681,Taiwan,"宋明光	蝙蝠洞莊園	蝙蝠洞莊園",A14-Northern Taiwan Specialty Coffee Evaluation,"宋明光	蝙蝠洞莊園	蝙蝠洞莊園",,Taiwu Coffee Cooperative,275,新竹縣,宋明光,1,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,January 6 2023,Taiwu,Typica,Completed,Pulped natural / honey
#153864,Brazil,Various farm,38,Dry Mill of Cocapil,002/1738/0038,Marubeni Corporation,1200,Alta Mogiana-Ibiraci,Cocapil,440,60 kg,Japan Coffee Exchange,2022 / 2023,April 17 2023,Ikuto Uehara,,Completed,Natural / Dry
#154686,Honduras,Maria Bonita,"The 2022 Pacific Rim Coffee Summit,HN01","Cafe Organic Marcala, S.A. (COMSA)",,Taiwan Coffee Laboratory,1470,"San Jose, La Paz",Pedro Turcios,9,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,November 15 2022,Taiwan Coffee Laboratory 台灣咖啡研究室,Parainema,Completed,Natural / Dry
#170699,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127230034/4189230113,GOURMET COFFEE MILL,033/DE/503/002 and 033/DE/268/002,DORMAN (T) LIMITED,1550,KILIMANJARO,DORMAN (T) LIMITED,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,February 1 2023,Gilbert Maina,Bourbon,Completed,Washed / Wet
#175322,Thailand,Doi Tung Development Project,MIXED DT 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1000,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,July 14 2022,Doi Tung Development Project,Catimor,Completed,Washed / Wet
#176177,Honduras,La Cuchilla,8,Global Coffee,13-111-030,Mercon Honduras,1368,"Centro, Lagunetillas-Ajuterique, Comayagua",Jose Nahum Maldonado,345,30 kg,Instituto Hondureño del Café,2022 / 2023,April 25 2023,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet
#181854,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,March 8 2023,Roselia Yglesias,Pacas,Completed,Natural / Dry
#183019,Honduras,varias,AMNI-22-6011-1,Beneficio seco,13-167-471,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,August 17 2022,Eliud Hernandez Gonzales,SHG,Completed,Washed / Wet
#187142,United States (Hawaii),various farms,"The 2022 Pacific Rim Coffee Summit,US02",Aloha Hills Kona Coffee,,Taiwan Coffee Laboratory,500,Ka'u,Isla Custom Coffees,4,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,November 15 2022,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet
#191702,Costa Rica,Gamboa Farm,12074,Beneficio Montañas del Diamante,5-0025-0130,CECA S.A.,1850,Tarrazu,Martin Gutierrez,320,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,April 19 2023,Joselyn Morales Quesada,Caturra,Completed,Washed / Wet
#194737,Guatemala,La Colina,"The 2022 Pacific Rim Coffee Summit,GT02",Dinámica Café,,Taiwan Coffee Laboratory,1668,Chimaltenango,Emilio Antonio Medina Garcia,5,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,November 15 2022,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet
#197220,Taiwan,御香咖啡園 YU SIANG Coffee Estate,2022臺南市精品咖啡評鑑批次,御香咖啡園 YU SIANG Coffee Estate,,Taiwan Coffee Laboratory,650,"Dongshan Dist., Tainan City","陳建源(CHEN, JIAN-YUAN)",20,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,June 8 2022,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey
#201057,Thailand,Doi Tung Development Project,TYPICA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1400,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,July 14 2022,Doi Tung Development Project,Typica,Completed,Washed / Wet
#203399,El Salvador,San Nicolas,"The 2022 Pacific Rim Coffee Summit,SV01",San Nicolas,,Taiwan Coffee Laboratory,1500,Chalatenango,various producers,20,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,November 15 2022,Taiwan Coffee Laboratory 台灣咖啡研究室,Pacamara,Completed,Pulped natural / honey
